FeatureID	FeatureType	FeatureName	GenomeID	Genome	VersionName	ContigName	Strand	PartCount	PartNumber	Left End	Right End	
ABE-0007536	CDS	nuoJ	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	2395342	2395896	
ABE-0007539	CDS	nuoI	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	2395908	2396450	
ABE-0007541	CDS	nuoH	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	2396465	2397442	
ABE-0007543	CDS	nuoG	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	2397439	2400165	
ABE-0007545	CDS	nuoF	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	2400218	2401555	
ABE-0007547	CDS	nuoE	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	2401552	2402052	
ABE-0007549	CDS	nuoC	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	2402055	2403845	
ABE-0007551	CDS	nuoB	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	2403951	2404613	
ABE-0007553	CDS	nuoA	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	2404629	2405072	
ABE-0007555	CDS	lrhA	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	2405703	2406641	
ABE-0007560	CDS	alaA	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	2407561	2408778	
ABE-0285508	repeat_region		MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	2408792	2408810	
ABE-0007563	CDS	yfbR	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	2408862	2409461	
ABE-0285509	repeat_region		MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	2409496	2409514	
ABE-0007565	CDS	yfbS	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	2409520	2411352	
ABE-0007567	CDS	hxpA	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	2411439	2412089	
ABE-0007571	CDS	yfbU	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	2412100	2412594	
ABE-0007575	CDS	yfbV	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	2412677	2413132	
ABE-0007579	CDS	ackA	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	2413470	2414672	
ABE-0007582	CDS	pta	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	2414747	2416891	
ABE-0007585	CDS	yfcC	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	2417081	2418601	
ABE-0007587	CDS	yfcD	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	2418634	2419176	
ABE-0007589	CDS	yfcE	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	2419234	2419788	
ABE-0007593	CDS	yfcF	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	2419841	2420485	
ABE-0007600	CDS	yfcG	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	2420621	2421268	
ABE-0007603	CDS	folX	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	2421325	2421687	
ABE-0007605	CDS	yfcH	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	2421708	2422601	
ABE-0007607	CDS	rpnB	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	2422649	2423539	
ABE-0007610	CDS	hisP	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	2423736	2424509	
ABE-0007613	CDS	hisM	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	2424517	2425233	
ABE-0007615	CDS	hisQ	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	2425230	2425916	
ABE-0007617	CDS	hisJ	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	2426006	2426788	
ABE-0007621	CDS	argT	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	2427009	2427791	
ABE-0007628	CDS	ubiX	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	2428057	2428626	
ABE-0007631	CDS	purF	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	2428721	2430238	
ABE-0007633	CDS	cvpA	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	2430275	2430763	
ABE-0285510	repeat_region		MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	2430929	2431012	
ABE-0007643	CDS	dedD	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	2431022	2431684	
ABE-0007645	CDS	folC	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	2431674	2432942	
ABE-0007648	CDS	accD	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	2433012	2433926	
ABE-0007653	CDS	dedA	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	2434082	2434741	
ABE-0007657	CDS	truA	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	2434824	2435636	
ABE-0007660	CDS	usg	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	2435636	2436649	
ABE-0007663	CDS	pdxB	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	2436715	2437851	
ABE-0007667	CDS	flk	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	2437950	2438945	
ABE-0007669	CDS	yfcJ	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	2438942	2440120	
ABE-0285511	repeat_region		MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	2440343	2440378	
ABE-0007675	CDS	fabB	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	2440385	2441605	
ABE-0007681	CDS	mnmC	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	2441764	2443770	
ABE-0285512	repeat_region		MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	2443789	2443868	
ABE-0007684	CDS	yfcL	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	2443891	2444169	
ABE-0007686	CDS	epmC	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	2444203	2444751	
ABE-0007689	CDS	yfcA	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	2444751	2445560	
ABE-0007691	CDS	mepA	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	2445560	2446384	
ABE-0007693	CDS	aroC	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	2446388	2447473	
ABE-0007695	CDS	prmB	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	2447508	2448440	
ABE-0007698	CDS	smrB	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	2448606	2449157	
ABE-0007700	CDS	yfcO	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	2449228	2450049	
ABE-0007702	CDS	yfcP	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	2450051	2450590	
ABE-0007705	CDS	yfcQ	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	2450587	2451075	
ABE-0007707	CDS	yfcR	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	2451072	2451584	
ABE-0007709	CDS	yfcS	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	2451584	2452336	
ABE-0007711	CDSp	yfcU_2	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	2452356	2453252	
ABE-0285125	pseudogene	yfcU	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	2452356	2455001	
ABE-0007713	CDSp	yfcU_1	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	2453265	2455001	
ABE-0007715	CDS	yfcV	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	2455083	2455646	
ABE-0007720	CDS	sixA	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	2456327	2456812	
ABE-0007723	CDS	fadJ	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	2457015	2459159	
ABE-0007725	CDS	fadI	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	2459159	2460469	
ABE-0007731	CDS	yfcZ	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	2460650	2460934	
ABE-0007740	CDS	fadL	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	2461306	2462646	
ABE-0007743	CDS	yfdF	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	2463012	2464070	
ABE-0007745	CDS	mlaA	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	2464252	2465007	
ABE-0007751	CDS	yfdC	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	2465301	2466233	
ABE-0007753	tRNA	argW	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	2466309	2466383	
ABE-0234211	prophage	CPS-53 (KpLE1)	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	2466385	2476599	
ABE-0285513	misc_feature		MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	2466385	2476599	
ABE-0007756	CDS	intS	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	2466545	2467702	
ABE-0007761	CDS	yfdG	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	2467855	2468217	
ABE-0007763	CDS	gtrB	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	2468214	2469134	
ABE-0007765	CDS	gtrS	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	2469131	2470462	
ABE-0285738	CDS	yodE	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	2470497	2470643	
ABE-0007768	pseudogene	tfaS	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	2470815	2471105	
ABE-0007770	CDS	yfdK	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	2471077	2471517	
ABE-0007773	pseudogene	yfdL	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	2471884	2472123	
ABE-0007775	pseudogene	yfdM	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	2472121	2472387	
ABE-0007777	CDS	yfdN	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	2472387	2472881	
ABE-0007779	pseudogene	yfdO	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	2472878	2473585	
ABE-0007785	CDS	yfdP	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	2473604	2473966	
ABE-0007788	CDS	yfdQ	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	2474032	2474856	
ABE-0007791	CDS	yfdR	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	2474984	2475520	
ABE-0007793	CDS	yfdS	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	2475511	2475873	
ABE-0007795	CDS	yfdT	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	2475873	2476178	
ABE-0285066	pseudogene	ypdJ	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	2476178	2476240	
ABE-0269710	CDS	torI	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	2476310	2476510	
ABE-0285259	tRNA	pawZ	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	2476584	2476598	
ABE-0007797	CDS	dsdC	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	2476694	2477629	
ABE-0007801	CDS	dsdX	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	2477847	2479184	
ABE-0007804	CDS	dsdA	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	2479202	2480530	
ABE-0007806	CDS	emrY	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	2480638	2482176	
ABE-0007808	CDS	emrK	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	2482176	2483339	
ABE-0285748	CDS	evgL	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	2483729	2483758	
ABE-0007817	CDS	evgA	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	2483755	2484369	
ABE-0007819	CDS	evgS	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	2484374	2487967	
ABE-0007821	CDS	yfdE	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	2488023	2489168	
ABE-0007824	CDS	yfdV	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	2489242	2490186	
ABE-0007826	CDS	oxc	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	2490256	2491950	
ABE-0007828	CDS	frc	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	2492004	2493254	
ABE-0007835	CDS	yfdX	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	2493767	2494402	
ABE-0007839	CDS	ypdI	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	2494698	2494973	
ABE-0007841	CDS	yfdY	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	2495050	2495292	
ABE-0007848	CDS	lpxP	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	2495645	2496565	
ABE-0285223	CDS	ypdK	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	2496921	2496992	
ABE-0007850	CDS	alaC	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	2497057	2498295	
ABE-0007855	CDS	pyrS	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	2498671	2500368	
ABE-0007857	CDS	pyrR	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	2500383	2501117	
ABE-0007859	CDS	ypdC	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	2501130	2501987	
ABE-0007861	CDS	fryA	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	2501990	2504485	
ABE-0007864	CDS	ypdE	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	2504510	2505547	
ABE-0007869	CDS	ypdF	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	2505547	2506632	
ABE-0007871	CDS	fryC	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	2506647	2507894	
ABE-0007873	CDS	fryB	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	2507916	2508242	
ABE-0007875	CDS	glk	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	2508461	2509426	
ABE-0007880	CDS	yfeO	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	2509630	2510886	
ABE-0007883	CDS	ypeC	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	2511001	2511327	
ABE-0285514	repeat_region		MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	2511352	2511439	
ABE-0007889	CDS	mntH	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	2511468	2512706	
ABE-0007893	CDS	nupC	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	2513042	2514244	
ABE-0007895	mobile_element		MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	2514273	2515617	
ABE-0007897	CDS	insL-3	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	2514331	2515443	
ABE-0007899	CDS	pdeA	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	2515643	2517832	
ABE-0007902	tRNA	alaX	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	2518041	2518116	
ABE-0007904	tRNA	alaW	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	2518156	2518231	
ABE-0007907	CDS	yfeC	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	2518467	2518811	
ABE-0007909	CDS	yfeD	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	2518813	2519205	
ABE-0007911	CDS	gltX	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	2519257	2520672	
ABE-0007914	tRNA	valU	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	2520931	2521006	
ABE-0007916	tRNA	valX	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	2521051	2521126	
ABE-0007918	tRNA	valY	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	2521173	2521248	
ABE-0007920	tRNA	lysV	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	2521253	2521328	
ABE-0285515	repeat_region		MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	2521538	2521566	
ABE-0007922	CDS	xapR	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	2521593	2522477	
ABE-0007925	CDS	xapB	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	2522729	2523985	
ABE-0007927	CDS	xapA	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	2524045	2524878	
ABE-0007930	CDS	yfeN	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	2525127	2525891	
ABE-0007932	CDS	yfeR	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	2525930	2526856	
ABE-0007936	CDS	yfeH	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	2526946	2527944	
ABE-0285067	CDS	ypeB	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	2527941	2528159	
ABE-0007938	CDS	ligA	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	2528161	2530176	
ABE-0007942	CDS	zipA	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	2530247	2531233	
ABE-0007953	CDS	cysZ	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	2531463	2532224	
ABE-0007957	CDS	cysK	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	2532409	2533380	
ABE-0007962	CDS	ptsH	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	2533764	2534021	
ABE-0007967	CDS	ptsI	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	2534066	2535793	
ABE-0007971	CDS	crr	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	2535834	2536343	
ABE-0007973	CDS	pdxK	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	2536386	2537237	
ABE-0007977	CDS	yfeK	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	2537342	2537716	
ABE-0007979	CDS	yfeS	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	2537749	2538483	
ABE-0285516	repeat_region		MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	2538535	2538632	
ABE-0007982	CDS	cysM	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	2538672	2539583	
ABE-0285517	repeat_region		MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	2539607	2539642	
ABE-0007986	CDS	cysA	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	2539717	2540814	
ABE-0007988	CDS	cysW	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	2540804	2541679	
ABE-0007990	CDS	cysU	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	2541679	2542512	
ABE-0007992	CDS	cysP	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	2542512	2543528	
ABE-0007996	CDS	ucpA	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	2543832	2544623	
ABE-0008000	CDS	murR	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	2544752	2545609	
ABE-0008007	CDS	murQ	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	2545773	2546669	
ABE-0008009	CDS	murP	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	2546673	2548097	
ABE-0008012	CDS	yfeW	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	2548102	2549406	
ABE-0285518	repeat_region		MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	2549466	2549563	
ABE-0008015	CDS	yfeX	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	2549646	2550545	
ABE-0008017	CDS	yfeY	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	2550641	2551216	
ABE-0008023	CDS	yfeZ	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	2551277	2551726	
ABE-0008028	CDS	ypeA	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	2551713	2552138	
ABE-0008032	CDS	amiA	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	2552352	2553221	
ABE-0008034	CDS	hemF	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	2553225	2554124	
ABE-0008036	CDS	eutR	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	2554130	2555182	
ABE-0285519	repeat_region		MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	2555192	2555215	
ABE-0008039	CDS	eutK	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	2555228	2555728	
ABE-0008041	CDS	eutL	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	2555741	2556400	
ABE-0008043	CDS	eutC	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	2556410	2557297	
ABE-0008046	CDS	eutB	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	2557318	2558679	
ABE-0285520	misc_feature		MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	2558699	2565461	
ABE-0234212	prophage	CPZ-55 (Eut)	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	2558699	2565488	
ABE-0008052	CDS	intZ	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	2558858	2560066	
ABE-0008055	CDS	yffL	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	2560257	2560898	
ABE-0008061	CDS	yffM	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	2561368	2561613	
ABE-0008063	CDS	yffN	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	2561625	2561993	
ABE-0008066	CDS	yffO	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	2562111	2562527	
ABE-0008069	CDS	yffP	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	2562524	2563117	
ABE-0008072	CDS	yffQ	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	2563592	2563969	
ABE-0008074	CDS	yffR	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	2563980	2564372	
ABE-0008077	CDS	yffS	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	2564523	2565332	
ABE-0008079	CDS	eutA	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	2565481	2566884	
ABE-0008081	CDS	eutH	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	2566881	2568107	
ABE-0285521	repeat_region		MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	2568139	2568321	
ABE-0008087	CDS	eutG	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	2568324	2569511	
ABE-0008089	CDS	eutJ	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	2569501	2570337	
ABE-0008091	CDS	eutE	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	2570348	2571751	
ABE-0008093	CDS	eutN	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	2571763	2572050	
ABE-0008095	CDS	eutM	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	2572157	2572450	
ABE-0008097	CDS	eutD	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	2572489	2573505	
ABE-0008100	CDS	eutT	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	2573502	2574305	
ABE-0008102	CDS	eutQ	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	2574302	2575003	
ABE-0008105	CDS	eutP	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	2574978	2575457	
ABE-0008108	CDS	eutS	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	2575470	2575805	
ABE-0008111	CDS	maeB	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	2576098	2578377	
ABE-0008115	CDS	talA	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	2578666	2579616	
ABE-0008117	CDS	tktB	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	2579636	2581639	
ABE-0285522	repeat_region		MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	2581648	2581716	
ABE-0008120	CDS	ypfG	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	2581734	2582777	
ABE-0008123	CDS	nudK	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	2582903	2583478	
ABE-0008127	CDS	aegA	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	2583546	2585525	
ABE-0008132	CDS	narQ	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	2585731	2587431	
ABE-0008136	CDS	acrD	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	2587595	2590708	
ABE-0285189	CDS	ypfM	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	2590807	2590866	
ABE-0008140	CDS	yffB	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	2591247	2591603	
ABE-0008142	CDS	dapE	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	2591607	2592734	
ABE-0285068	CDS	ypfN	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	2592762	2592962	
ABE-0285523	repeat_region		MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	2592978	2593060	
ABE-0008145	CDS	ypfH	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	2593072	2593770	
ABE-0008150	CDS	tmcA	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	2593844	2595859	
